order_number,buyer_id,shop_id,sale_channel,order_datetime,sku,qty,sale_price,discount,payment_type
ORD0000257,C002811,CH_ONLINE,web,2024-04-22 04:00:00,SKU0095,2,153.63,20,paypal
ORD0000258,C003786,DE_ONLINE,instagram,2024-05-05 22:00:00,SKU0024,4,278.2,15,credit_card
ORD0000259,C003519,AT_ONLINE,web,2024-05-26 15:00:00,SKU0027,3,370.01,0,sepa
ORD0000260,C002671,DE_ONLINE,instagram,2024-03-18 19:00:00,SKU0034,4,55.37,20,klarna
ORD0000261,C002851,AT_ONLINE,instagram,2024-04-27 18:00:00,SKU0087,3,300.5,20,sepa
ORD0000262,C002502,DE_ONLINE,mobile,2024-09-11 20:00:00,SKU0089,2,46.95,20,apple_pay
ORD0000263,C001522,AT_ONLINE,google,2024-04-28 06:00:00,SKU0072,2,212.03,15,klarna
ORD0000264,C000440,AT_ONLINE,web,2024-11-26 19:00:00,SKU0018,2,74.45,15,sepa
ORD0000265,C003405,CH_ONLINE,instagram,2024-11-29 14:00:00,SKU0022,1,255.19,20,credit_card
ORD0000266,,DE_ONLINE,google,2024-07-16 01:00:00,SKU0022,4,398.96,20,apple_pay
ORD0000267,C004450,AT_ONLINE,google,2024-01-29 09:00:00,SKU0098,4,277.11,20,paypal
ORD0000268,C002028,AT_ONLINE,web,2024-11-03 00:00:00,SKU0034,3,494.94,0,apple_pay
ORD0000269,C001720,CH_ONLINE,google,2024-08-27 08:00:00,SKU0091,5,433.32,15,paypal
ORD0000270,C000487,CH_ONLINE,app,2024-12-29 08:00:00,SKU0036,5,309.99,20,paypal
ORD0000271,C002191,CH_ONLINE,web,2024-04-02 13:00:00,SKU0097,4,165.21,0,klarna
ORD0000272,C002046,DE_ONLINE,app,2024-06-17 23:00:00,SKU0098,4,434.19,15,paypal
ORD0000273,C003703,DE_ONLINE,web,2024-10-02 00:00:00,SKU0066,3,290.83,10,apple_pay
ORD0000274,,CH_ONLINE,web,2024-11-08 23:00:00,SKU0082,3,475.38,0,sepa
ORD0000275,C004053,AT_ONLINE,app,2024-07-12 14:00:00,SKU0044,5,201.87,20,paypal
ORD0000276,C000397,DE_ONLINE,web,2024-11-09 17:00:00,SKU0003,1,285.24,5,apple_pay
ORD0000277,C001081,CH_ONLINE,app,2024-04-18 12:00:00,SKU0036,1,230.98,10,klarna
ORD0000278,C000425,AT_ONLINE,app,2024-06-08 20:00:00,SKU0055,1,45.8,0,credit_card
ORD0000279,C004256,CH_ONLINE,instagram,2024-01-07 08:00:00,SKU0002,3,110.64,0,apple_pay
ORD0000280,C000732,CH_ONLINE,web,2024-03-11 10:00:00,SKU0041,3,348.55,10,paypal
ORD0000281,C001171,DE_ONLINE,google,2024-01-06 18:00:00,SKU0079,2,194.45,15,klarna
ORD0000282,C003373,CH_ONLINE,instagram,2024-05-28 07:00:00,SKU0012,1,362.6,5,credit_card
ORD0000283,C002577,DE_ONLINE,mobile,2024-07-08 01:00:00,SKU0083,1,296.84,5,sepa
ORD0000284,C000220,CH_ONLINE,app,2024-05-20 06:00:00,SKU0067,5,302.49,20,paypal
ORD0000285,C001961,AT_ONLINE,instagram,2024-03-17 23:00:00,SKU0031,4,375.18,20,credit_card
ORD0000286,C002593,DE_ONLINE,instagram,2024-10-14 07:00:00,SKU0047,5,266.5,5,apple_pay
ORD0000287,,DE_ONLINE,web,2024-06-27 23:00:00,SKU0028,1,477.45,0,apple_pay
ORD0000288,C003404,AT_ONLINE,instagram,2024-02-26 06:00:00,SKU0082,5,255.77,20,sepa
ORD0000289,C001665,DE_ONLINE,google,2024-08-11 01:00:00,SKU0051,5,80.58,0,klarna
ORD0000290,C000475,DE_ONLINE,web,2024-10-23 14:00:00,SKU0015,4,350.84,20,sepa
ORD0000291,C001439,DE_ONLINE,web,2024-04-03 16:00:00,SKU0090,1,32.24,5,apple_pay
ORD0000292,C002124,DE_ONLINE,app,2024-03-27 15:00:00,SKU0096,3,476.74,0,credit_card
ORD0000293,C002155,CH_ONLINE,google,2024-02-22 14:00:00,SKU0064,4,170.83,20,klarna
ORD0000294,C001289,AT_ONLINE,web,2024-03-19 17:00:00,SKU0030,5,32.44,0,credit_card
ORD0000295,,AT_ONLINE,instagram,2024-04-12 10:00:00,SKU0023,1,-430.05,20,apple_pay
ORD0000296,C002621,AT_ONLINE,web,2024-09-11 12:00:00,SKU0016,5,116.14,0,paypal
ORD0000297,,AT_ONLINE,web,2024-11-13 12:00:00,SKU0037,3,115.48,10,credit_card
ORD0000298,C004619,AT_ONLINE,google,2024-06-14 14:00:00,SKU0060,3,-278.78,20,apple_pay
ORD0000299,C004478,DE_ONLINE,mobile,2024-01-05 08:00:00,SKU0053,1,498.9,5,sepa
ORD0000300,C002745,DE_ONLINE,instagram,2024-07-28 22:00:00,SKU0014,2,176.48,20,paypal
ORD0000301,C001167,CH_ONLINE,app,2024-03-04 12:00:00,SKU0006,2,212.81,20,apple_pay
ORD0000302,C000696,CH_ONLINE,web,2024-12-11 00:00:00,SKU0018,4,351.92,0,sepa
ORD0000303,C001940,AT_ONLINE,app,2024-08-03 01:00:00,SKU0051,3,286.07,10,apple_pay
ORD0000304,C004790,DE_ONLINE,mobile,2024-03-13 03:00:00,SKU0022,4,139.62,15,klarna
ORD0000305,C001701,AT_ONLINE,app,2024-11-12 07:00:00,SKU0034,1,206.22,0,paypal
ORD0000306,C004943,DE_ONLINE,mobile,2024-08-11 18:00:00,SKU0019,1,404.76,5,klarna
ORD0000307,C001425,DE_ONLINE,instagram,2024-11-04 16:00:00,SKU0072,5,201.14,5,credit_card
ORD0000308,C000098,DE_ONLINE,mobile,2024-03-30 05:00:00,SKU0026,4,233.71,10,credit_card
ORD0000309,C000179,DE_ONLINE,mobile,2024-10-29 17:00:00,SKU0017,1,293.25,10,credit_card
ORD0000310,C004702,AT_ONLINE,instagram,2024-12-04 16:00:00,SKU0004,4,26.13,15,paypal
ORD0000311,C003654,DE_ONLINE,web,2024-06-16 18:00:00,SKU0083,3,180.2,15,apple_pay
ORD0000312,C003138,DE_ONLINE,instagram,2024-05-16 03:00:00,SKU0083,5,441.98,5,sepa
ORD0000313,C002942,AT_ONLINE,google,2024-11-26 20:00:00,SKU0045,5,398.45,20,klarna
ORD0000314,C001795,DE_ONLINE,app,2024-02-09 23:00:00,SKU0061,5,197.25,10,sepa
ORD0000315,C001976,AT_ONLINE,google,2024-02-08 04:00:00,SKU0098,2,499.8,20,apple_pay
ORD0000316,C001443,DE_ONLINE,google,2024-08-05 02:00:00,SKU0095,3,180.63,20,credit_card
ORD0000317,C001165,CH_ONLINE,mobile,2024-12-02 00:00:00,SKU0070,3,353.21,5,apple_pay
ORD0000318,C000164,CH_ONLINE,instagram,2024-01-01 11:00:00,SKU0043,5,23.79,5,paypal
ORD0000319,C002651,DE_ONLINE,web,2024-04-10 20:00:00,SKU0076,2,173.68,0,sepa
ORD0000320,C003241,CH_ONLINE,web,2024-08-17 18:00:00,SKU0039,3,431.03,5,paypal
ORD0000321,C003992,CH_ONLINE,app,2024-04-28 22:00:00,SKU0091,5,367.51,20,klarna
ORD0000322,C002514,CH_ONLINE,app,2024-03-27 22:00:00,SKU0023,1,115.5,20,apple_pay
ORD0000323,C001492,CH_ONLINE,app,2024-05-30 19:00:00,SKU0082,5,426.12,0,apple_pay
ORD0000324,C002618,DE_ONLINE,web,2024-08-17 04:00:00,SKU0058,1,74.62,10,paypal
ORD0000325,C000886,CH_ONLINE,web,2024-02-02 20:00:00,SKU0050,4,128.52,15,paypal
ORD0000326,C004474,AT_ONLINE,web,2024-11-23 07:00:00,SKU0074,2,442.85,5,apple_pay
ORD0000327,C002611,AT_ONLINE,web,2024-02-20 15:00:00,SKU0044,2,41.49,15,paypal
ORD0000328,C000763,AT_ONLINE,google,2024-11-25 13:00:00,SKU0091,1,367.33,15,paypal
ORD0000329,C002713,DE_ONLINE,mobile,2024-10-06 09:00:00,SKU0090,5,305.62,20,klarna
ORD0000330,C003219,CH_ONLINE,google,2024-12-01 03:00:00,SKU0020,1,332.0,10,credit_card
ORD0000331,C004917,AT_ONLINE,mobile,2024-03-07 05:00:00,SKU0004,2,216.66,5,klarna
ORD0000332,C003257,AT_ONLINE,instagram,2024-06-29 21:00:00,SKU0012,5,488.64,15,paypal
ORD0000333,C000366,AT_ONLINE,instagram,2024-11-13 11:00:00,SKU0034,2,188.66,10,sepa
ORD0000334,C000703,CH_ONLINE,app,2024-10-09 14:00:00,SKU0097,5,35.51,5,sepa
ORD0000335,C004387,CH_ONLINE,instagram,2024-06-09 20:00:00,SKU0061,3,35.19,0,apple_pay
ORD0000336,C004234,CH_ONLINE,google,2024-04-10 15:00:00,SKU0016,4,451.87,5,paypal
ORD0000337,C003469,DE_ONLINE,instagram,2024-05-17 20:00:00,SKU0081,2,486.22,20,klarna
ORD0000338,C000713,AT_ONLINE,google,2024-09-28 06:00:00,SKU0071,3,163.28,10,sepa
ORD0000339,C004814,CH_ONLINE,instagram,2024-03-17 19:00:00,SKU0054,2,231.79,5,sepa
ORD0000340,C000866,CH_ONLINE,web,2024-07-14 07:00:00,SKU0069,3,296.03,15,klarna
ORD0000341,C000307,DE_ONLINE,app,2024-10-02 02:00:00,SKU0019,5,194.61,20,apple_pay
ORD0000342,C001947,DE_ONLINE,instagram,2024-07-02 08:00:00,SKU0048,1,24.2,10,klarna
ORD0000343,C000805,DE_ONLINE,mobile,2024-07-24 03:00:00,SKU0096,4,158.92,10,klarna
ORD0000344,C003619,DE_ONLINE,instagram,2024-11-26 17:00:00,SKU0098,5,365.76,10,credit_card
ORD0000345,C004152,AT_ONLINE,mobile,2024-12-23 21:00:00,SKU0073,1,260.06,5,paypal
ORD0000346,C000271,AT_ONLINE,web,2024-09-03 00:00:00,SKU0091,2,438.21,10,klarna
ORD0000347,C001015,CH_ONLINE,web,2024-06-14 03:00:00,SKU0048,4,412.64,20,apple_pay
ORD0000348,C002866,AT_ONLINE,mobile,2024-06-25 13:00:00,SKU0096,1,92.9,10,credit_card
ORD0000349,C001756,DE_ONLINE,mobile,2024-05-21 03:00:00,SKU0035,4,196.35,20,credit_card
ORD0000350,C003884,DE_ONLINE,mobile,2024-01-06 18:00:00,SKU0029,3,432.99,20,klarna
ORD0000351,C003085,AT_ONLINE,instagram,2024-06-21 00:00:00,SKU0028,4,357.81,10,sepa
ORD0000352,C004191,CH_ONLINE,app,2024-07-11 23:00:00,SKU0039,1,413.03,15,credit_card
ORD0000353,C002269,AT_ONLINE,app,2024-05-08 14:00:00,SKU0020,5,171.46,5,credit_card
ORD0000354,C002619,CH_ONLINE,mobile,2024-01-18 09:00:00,SKU0084,4,403.69,10,klarna
ORD0000355,C004777,CH_ONLINE,google,2024-05-09 15:00:00,SKU0044,2,453.92,20,apple_pay
ORD0000356,C001393,CH_ONLINE,google,2024-05-03 15:00:00,SKU0038,1,453.73,15,paypal
ORD0000357,C001500,CH_ONLINE,app,2024-03-01 23:00:00,SKU0029,3,371.75,5,klarna
ORD0000358,C004797,AT_ONLINE,instagram,2024-03-21 09:00:00,SKU0061,1,213.13,20,sepa
ORD0000359,C004100,DE_ONLINE,instagram,2024-12-27 16:00:00,SKU0039,4,472.43,0,paypal
ORD0000360,C004665,AT_ONLINE,mobile,2024-08-03 23:00:00,SKU0092,2,73.0,0,apple_pay
ORD0000361,C000476,DE_ONLINE,instagram,2024-07-05 17:00:00,SKU0027,2,169.65,20,paypal
ORD0000362,C003553,CH_ONLINE,instagram,2024-10-02 09:00:00,SKU0055,4,247.34,15,credit_card
ORD0000363,C000116,AT_ONLINE,google,2024-05-10 02:00:00,SKU0003,1,23.67,5,paypal
ORD0000364,C003143,CH_ONLINE,google,2024-07-27 23:00:00,SKU0022,1,348.29,0,klarna
ORD0000365,C004294,AT_ONLINE,instagram,2024-04-01 08:00:00,SKU0044,4,474.49,10,paypal
ORD0000366,C000157,DE_ONLINE,mobile,2024-03-30 13:00:00,SKU0028,1,86.62,20,sepa
ORD0000367,C000307,AT_ONLINE,app,2024-02-03 04:00:00,SKU0077,1,88.65,0,credit_card
ORD0000368,C001013,CH_ONLINE,app,2024-11-19 20:00:00,SKU0090,2,28.88,5,credit_card
ORD0000369,C002212,CH_ONLINE,google,2024-04-03 15:00:00,SKU0054,1,154.05,20,sepa
ORD0000370,C001628,CH_ONLINE,mobile,2024-06-28 12:00:00,SKU0067,2,63.28,10,apple_pay
ORD0000371,C001702,CH_ONLINE,instagram,2024-08-13 16:00:00,SKU0031,1,151.2,0,credit_card
ORD0000372,C001222,DE_ONLINE,google,2024-02-21 05:00:00,SKU0093,1,453.91,10,paypal
ORD0000373,C000411,DE_ONLINE,mobile,2024-01-27 22:00:00,SKU0038,3,231.09,10,apple_pay
ORD0000374,C000376,DE_ONLINE,mobile,2024-04-26 09:00:00,SKU0043,3,370.58,15,sepa
ORD0000375,C002808,DE_ONLINE,web,2024-09-30 14:00:00,SKU0052,4,137.81,10,apple_pay
ORD0000376,C001367,DE_ONLINE,mobile,2024-02-10 00:00:00,SKU0021,1,346.5,15,sepa
ORD0000377,C003111,AT_ONLINE,google,2024-01-20 16:00:00,SKU0088,2,243.92,15,apple_pay
ORD0000378,,AT_ONLINE,app,2024-01-09 10:00:00,SKU0091,5,60.9,20,sepa
ORD0000379,C004253,CH_ONLINE,google,2024-03-06 00:00:00,SKU0056,2,115.87,15,klarna
ORD0000380,C004574,CH_ONLINE,web,2024-01-08 22:00:00,SKU0083,2,333.54,20,apple_pay
ORD0000381,C004028,AT_ONLINE,mobile,2024-08-13 21:00:00,SKU0036,1,426.68,20,paypal
ORD0000382,C000646,AT_ONLINE,instagram,2024-11-01 21:00:00,SKU0012,4,277.5,15,klarna
ORD0000383,C000841,AT_ONLINE,instagram,2024-01-25 11:00:00,SKU0072,5,63.76,0,credit_card
ORD0000384,C004165,CH_ONLINE,mobile,2024-11-07 10:00:00,SKU0044,3,396.93,0,paypal
ORD0000385,C004915,AT_ONLINE,app,2024-11-04 22:00:00,SKU0015,1,422.94,5,credit_card
ORD0000386,C002392,CH_ONLINE,google,2024-09-12 05:00:00,SKU0090,1,173.97,0,paypal
ORD0000387,C003353,DE_ONLINE,app,2024-05-13 17:00:00,SKU0025,1,248.75,15,paypal
ORD0000388,C000883,AT_ONLINE,web,2024-03-25 02:00:00,SKU0099,4,231.24,15,sepa
ORD0000389,C004345,CH_ONLINE,web,2024-10-22 11:00:00,SKU0075,4,478.31,20,paypal
ORD0000390,C000849,AT_ONLINE,google,2024-08-07 17:00:00,SKU0065,4,347.45,15,sepa
ORD0000391,C002809,AT_ONLINE,instagram,2024-04-01 01:00:00,SKU0018,4,458.38,20,sepa
ORD0000392,C004535,CH_ONLINE,mobile,2024-05-17 03:00:00,SKU0027,5,152.96,10,klarna
ORD0000393,C001457,CH_ONLINE,google,2024-08-08 01:00:00,SKU0091,1,460.99,10,sepa
ORD0000394,C003420,CH_ONLINE,google,2024-07-14 04:00:00,SKU0055,1,242.78,20,credit_card
ORD0000395,C001638,AT_ONLINE,mobile,2024-07-14 15:00:00,SKU0088,3,17.51,5,credit_card
ORD0000396,C000265,AT_ONLINE,instagram,2024-03-10 23:00:00,SKU0079,5,346.84,5,sepa
ORD0000397,C002357,CH_ONLINE,web,2024-09-17 11:00:00,SKU0050,4,197.5,10,sepa
ORD0000398,C003630,DE_ONLINE,app,2024-05-14 02:00:00,SKU0093,2,31.63,10,apple_pay
ORD0000399,C001424,CH_ONLINE,google,2024-03-22 11:00:00,SKU0049,1,92.83,15,klarna
ORD0000400,C002090,DE_ONLINE,app,2024-11-14 08:00:00,SKU0091,2,280.52,0,paypal
ORD0000401,C002468,AT_ONLINE,google,2024-09-01 10:00:00,SKU0010,3,464.67,20,paypal
ORD0000402,C001306,AT_ONLINE,google,2024-10-02 09:00:00,SKU0012,3,478.71,5,paypal
ORD0000403,C004346,AT_ONLINE,google,2024-01-07 00:00:00,SKU0015,3,333.35,15,paypal
ORD0000404,C000327,CH_ONLINE,app,2024-09-17 08:00:00,SKU0015,4,452.73,10,sepa
ORD0000405,C003072,CH_ONLINE,google,2024-10-31 04:00:00,SKU0063,1,-363.37,10,paypal
ORD0000406,C004408,CH_ONLINE,web,2024-02-14 16:00:00,SKU0027,2,163.55,15,credit_card
ORD0000407,C003566,CH_ONLINE,web,2024-04-14 23:00:00,SKU0004,4,106.76,10,credit_card
ORD0000408,C004572,DE_ONLINE,google,2024-06-04 09:00:00,SKU0034,4,48.32,15,apple_pay
ORD0000409,,CH_ONLINE,web,2024-01-05 00:00:00,SKU0083,5,316.96,0,sepa
ORD0000410,C004120,DE_ONLINE,app,2024-07-24 17:00:00,SKU0078,1,27.53,10,apple_pay
ORD0000411,,DE_ONLINE,google,2024-05-30 02:00:00,SKU0018,4,193.8,20,klarna
ORD0000412,C003057,DE_ONLINE,google,2024-04-06 12:00:00,SKU0016,1,480.27,0,sepa
ORD0000413,C002497,DE_ONLINE,app,2024-05-24 13:00:00,SKU0053,5,300.34,5,paypal
ORD0000414,C000939,DE_ONLINE,google,2024-02-07 03:00:00,SKU0097,5,96.08,15,sepa
ORD0000415,C001618,CH_ONLINE,google,2024-11-28 14:00:00,SKU0043,3,41.21,5,paypal
ORD0000416,C002604,AT_ONLINE,instagram,2024-08-12 03:00:00,SKU0079,3,54.52,20,paypal
ORD0000417,C003509,DE_ONLINE,web,2024-08-01 19:00:00,SKU0032,2,284.95,15,klarna
ORD0000418,C003932,AT_ONLINE,instagram,2024-09-01 21:00:00,SKU0040,4,420.85,20,credit_card
ORD0000419,C001147,CH_ONLINE,mobile,2024-06-28 16:00:00,SKU0094,1,92.01,0,credit_card
ORD0000420,C004743,AT_ONLINE,google,2024-05-25 05:00:00,SKU0005,5,425.55,10,sepa
ORD0000421,C001218,AT_ONLINE,instagram,2024-06-01 10:00:00,SKU0099,5,447.52,10,paypal
ORD0000422,C004114,DE_ONLINE,mobile,2024-04-23 05:00:00,SKU0097,5,235.03,5,apple_pay
ORD0000423,C001198,CH_ONLINE,instagram,2024-09-01 22:00:00,SKU0006,2,83.82,15,paypal
ORD0000424,,DE_ONLINE,google,2024-09-03 14:00:00,SKU0050,4,36.12,15,credit_card
ORD0000425,C004272,CH_ONLINE,app,2024-06-28 18:00:00,SKU0075,5,24.75,20,paypal
ORD0000426,C000638,CH_ONLINE,app,2024-09-13 21:00:00,SKU0029,5,191.45,15,klarna
ORD0000427,C004950,DE_ONLINE,google,2024-04-04 20:00:00,SKU0057,2,409.53,5,credit_card
ORD0000428,C001290,AT_ONLINE,google,2024-03-21 18:00:00,SKU0085,2,259.7,15,klarna
ORD0000429,C001727,CH_ONLINE,mobile,2024-10-07 12:00:00,SKU0003,2,361.53,0,paypal
ORD0000430,C000322,CH_ONLINE,mobile,2024-02-08 04:00:00,SKU0022,3,288.88,5,sepa
ORD0000431,C000153,CH_ONLINE,app,2024-02-28 12:00:00,SKU0028,4,479.33,20,apple_pay
ORD0000432,C004923,DE_ONLINE,google,2024-05-04 03:00:00,SKU0080,5,434.31,10,paypal
ORD0000433,C004839,DE_ONLINE,mobile,2024-09-15 04:00:00,SKU0050,2,363.47,0,credit_card
ORD0000434,C003439,DE_ONLINE,google,2024-03-06 17:00:00,SKU0023,4,105.16,20,sepa
ORD0000435,C000963,DE_ONLINE,instagram,2024-03-29 23:00:00,SKU0078,5,24.32,0,apple_pay
ORD0000436,,CH_ONLINE,instagram,2024-06-05 15:00:00,SKU0062,4,263.41,10,sepa
ORD0000437,C004720,DE_ONLINE,instagram,2024-04-01 09:00:00,SKU0033,4,403.29,5,credit_card
ORD0000438,C001549,DE_ONLINE,web,2024-12-22 17:00:00,SKU0016,5,145.22,0,apple_pay
ORD0000439,C002968,DE_ONLINE,mobile,2024-10-17 20:00:00,SKU0084,5,329.0,10,klarna
ORD0000440,C002258,CH_ONLINE,instagram,2024-05-19 01:00:00,SKU0053,5,428.21,20,apple_pay
ORD0000441,C002513,CH_ONLINE,app,2024-09-28 18:00:00,SKU0095,2,93.47,0,paypal
ORD0000442,C001757,CH_ONLINE,instagram,2024-08-19 00:00:00,SKU0071,5,226.06,0,paypal
ORD0000443,C001191,AT_ONLINE,google,2024-10-24 05:00:00,SKU0012,1,197.61,10,paypal
ORD0000444,C003283,CH_ONLINE,google,2024-07-14 13:00:00,SKU0092,5,188.56,0,paypal
ORD0000445,C004245,AT_ONLINE,mobile,2024-01-23 22:00:00,SKU0077,5,321.94,20,paypal
ORD0000446,C000003,DE_ONLINE,web,2024-07-07 08:00:00,SKU0052,3,309.52,15,apple_pay
ORD0000447,C000563,DE_ONLINE,google,2024-07-13 05:00:00,SKU0093,5,295.11,20,klarna
ORD0000448,C001594,AT_ONLINE,instagram,2024-01-04 04:00:00,SKU0034,2,177.0,15,sepa
ORD0000449,C000959,CH_ONLINE,app,2024-06-19 18:00:00,SKU0089,4,57.7,15,sepa
ORD0000450,C003759,CH_ONLINE,instagram,2024-01-19 16:00:00,SKU0062,1,244.4,10,credit_card
ORD0000451,C001884,AT_ONLINE,instagram,2024-08-29 01:00:00,SKU0067,5,194.42,0,klarna
ORD0000452,C002802,DE_ONLINE,google,2024-05-01 20:00:00,SKU0061,3,127.89,10,paypal
ORD0000453,C001558,AT_ONLINE,mobile,2024-06-09 07:00:00,SKU0095,2,447.69,10,paypal
ORD0000454,C002917,DE_ONLINE,web,2024-03-22 20:00:00,SKU0011,4,118.46,20,credit_card
ORD0000455,,AT_ONLINE,app,2024-08-03 07:00:00,SKU0064,5,383.3,10,apple_pay
ORD0000456,C003260,DE_ONLINE,google,2024-03-28 13:00:00,SKU0007,5,95.52,15,apple_pay
ORD0000457,C001432,AT_ONLINE,web,2024-12-19 18:00:00,SKU0059,3,470.13,0,credit_card
ORD0000458,C002963,CH_ONLINE,app,2024-05-07 18:00:00,SKU0071,3,338.68,5,klarna
ORD0000459,C004086,AT_ONLINE,mobile,2024-10-13 02:00:00,SKU0090,3,238.32,10,apple_pay
ORD0000460,C004718,CH_ONLINE,mobile,2024-03-09 04:00:00,SKU0093,3,143.42,5,sepa
ORD0000461,C001226,AT_ONLINE,web,2024-04-30 13:00:00,SKU0054,4,218.95,5,sepa
ORD0000462,C002056,CH_ONLINE,google,2024-02-02 13:00:00,SKU0051,1,269.32,5,credit_card
ORD0000463,C000789,AT_ONLINE,app,2024-06-26 08:00:00,SKU0047,3,111.66,20,sepa
ORD0000464,,DE_ONLINE,app,2024-05-15 19:00:00,SKU0074,5,466.26,20,paypal
ORD0000465,C004182,AT_ONLINE,instagram,2024-02-23 12:00:00,SKU0049,5,489.79,10,apple_pay
ORD0000466,C002764,AT_ONLINE,google,2024-10-03 07:00:00,SKU0010,1,317.7,5,klarna
ORD0000467,C002192,CH_ONLINE,instagram,2024-07-04 04:00:00,SKU0057,3,117.97,20,sepa
ORD0000468,C000190,DE_ONLINE,mobile,2024-06-20 18:00:00,SKU0096,1,482.94,5,paypal
ORD0000469,C003877,CH_ONLINE,web,2024-01-18 23:00:00,SKU0099,4,201.54,20,credit_card
ORD0000470,C003194,AT_ONLINE,mobile,2024-06-17 21:00:00,SKU0095,3,56.44,15,paypal
ORD0000471,,CH_ONLINE,app,2024-08-10 00:00:00,SKU0061,4,69.98,20,klarna
ORD0000472,C004418,DE_ONLINE,google,2024-11-07 16:00:00,SKU0081,5,276.53,15,sepa
ORD0000473,C003946,CH_ONLINE,mobile,2024-03-02 03:00:00,SKU0057,3,321.69,10,apple_pay
ORD0000474,,DE_ONLINE,app,2024-07-14 18:00:00,SKU0061,5,133.6,0,apple_pay
ORD0000475,,AT_ONLINE,app,2024-06-06 20:00:00,SKU0001,5,473.74,10,paypal
ORD0000476,C001338,CH_ONLINE,instagram,2024-09-15 07:00:00,SKU0029,3,208.81,0,apple_pay
ORD0000477,C002228,AT_ONLINE,google,2024-07-02 12:00:00,SKU0053,2,314.53,0,paypal
ORD0000478,C003710,AT_ONLINE,google,2024-12-01 20:00:00,SKU0025,3,72.63,0,paypal
ORD0000479,C000838,AT_ONLINE,app,2024-03-26 08:00:00,SKU0092,4,29.57,0,paypal
ORD0000480,C003443,AT_ONLINE,instagram,2024-09-10 12:00:00,SKU0060,1,-49.65,10,credit_card
ORD0000481,C003215,DE_ONLINE,google,2024-11-16 22:00:00,SKU0024,2,422.56,10,apple_pay
ORD0000482,C002040,AT_ONLINE,instagram,2024-06-17 17:00:00,SKU0095,1,414.98,5,apple_pay
ORD0000483,C001708,AT_ONLINE,instagram,2024-08-01 01:00:00,SKU0042,2,368.98,0,sepa
ORD0000484,C001628,AT_ONLINE,web,2024-05-28 16:00:00,SKU0015,2,262.86,15,klarna
ORD0000485,C003243,DE_ONLINE,web,2024-01-29 16:00:00,SKU0075,4,12.46,20,paypal
ORD0000486,C000749,CH_ONLINE,google,2024-08-19 00:00:00,SKU0098,1,188.84,0,klarna
ORD0000487,C001031,AT_ONLINE,mobile,2024-08-04 05:00:00,SKU0072,3,324.06,15,paypal
ORD0000488,C002054,DE_ONLINE,instagram,2024-10-25 16:00:00,SKU0072,3,15.57,20,apple_pay
ORD0000489,C003838,AT_ONLINE,google,2024-04-19 11:00:00,SKU0009,5,98.94,5,apple_pay
ORD0000490,C000006,CH_ONLINE,google,2024-09-15 18:00:00,SKU0094,2,151.36,0,sepa
ORD0000491,C000519,CH_ONLINE,google,2024-09-21 12:00:00,SKU0025,5,429.13,15,sepa
ORD0000492,C002639,DE_ONLINE,web,2024-12-23 04:00:00,SKU0085,1,81.3,0,paypal
ORD0000493,C001570,DE_ONLINE,web,2024-09-22 06:00:00,SKU0085,4,93.43,20,sepa
ORD0000494,C004964,CH_ONLINE,web,2024-01-09 22:00:00,SKU0027,4,352.15,0,apple_pay
ORD0000495,C003408,AT_ONLINE,web,2024-06-30 11:00:00,SKU0068,1,401.5,0,klarna
ORD0000496,C000830,CH_ONLINE,mobile,2024-12-28 22:00:00,SKU0050,2,43.58,5,sepa
ORD0000497,C004575,CH_ONLINE,google,2024-10-10 10:00:00,SKU0096,1,330.15,20,klarna
ORD0000498,C000853,DE_ONLINE,mobile,2024-10-01 03:00:00,SKU0065,3,338.87,5,sepa
ORD0000499,C002582,CH_ONLINE,app,2024-09-10 18:00:00,SKU0053,4,499.22,10,sepa
ORD0000500,C004508,CH_ONLINE,app,2024-09-02 18:00:00,SKU0058,4,124.16,15,credit_card
